 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|identification1|busroutes|identification2|latlong                  
 bangalore|north-3|kaval byrasandra|33161|GUMPS KG HALLI|Model Primary|co-ed|urdu|1st Cross, Anwar Layout, Arabic College Post, Bangalore|K.G.Halli|560045|Near New Florence School|Yellow Colour Building & Green Colour Door|290|Cement Stone Compound No Painted & Green Colour Gate|POINT(77.61557 13.01636)
 bangalore|north-1|krishnanandanagara|32466|GKHPS KRISHNANANDANAGARA|Upper Primary|co-ed|kannada|K.H.B Colony, Police Quarters, Nandini Layout|Krishnananda Nagar|560072|Behind Krishnananda Nagar Bus Stop (Police Quarters)|Yellow Colour Compound & Green Colour Gate|80 F, 285 F|White Colour Building & Play Ground|POINT(77.5414 13.01833)
 bangalore|north-1|krishnanandanagara|32469|GKLPS ASHOKPURAM SLUM|Lower Primary|co-ed|kannada|Gajanana 2nd, Yeshwanthpuram Post, Yeshwanthpuram Hobli, Bangalore|Ashokpuram Slum|560022|Beside S.V.T.Ing Factory|Blue Colour Building & Yellow Colour Door|T.12, 258, 259, 260|Small Building & Sheet Building & Infront Flag Post|POINT(77.54638 13.01973)
 bangalore|north-3|kaval byrasandra|33155|GKHPS KG HALLI|Upper Primary|co-ed|kannada|Nagawara Main Road, Arabic College Post, Bangalore|K.G.Halli|560045|Compound Inside Parvathi Sametha Nandishwara Swamy Temple & Beside Venkateshwara Swamy Temple|Yellow Colour Building & Blue Colour Doors & Infront Play Ground|290, 290 A, 290 B, T4|Yellow Colour Compound & Red Colour Gate|POINT(77.6186 13.02115)
 bangalore|north-3|kaval byrasandra|33159|GULPS KG HALLI|Lower Primary|co-ed|urdu|Nagawara Main Road, Arabic College Post, Bangalore|K.G.Halli|560045|Compound Inside Parvathi Sametha Nandishwara Swamy Temple & Beside Venkateshwara Swamy Temple|Yellow Colour Building & Blue Colour Doors & Infront Play Ground|290, 290 A, 290 B, T4|Sheet Building & Yellow Colour Compound & Red Colour Gate|POINT(77.61873 13.02128)
 bangalore|north-3|j c nagar|32305|GUHPS GANGANAGAR|Upper Primary|co-ed|urdu|Bellary Road, 1st Main Road|Ganga Nagar|560032|Opposite Cake Palace Bakery|Light Orenage Colour Building||Light Orenage Colour Compound, Blue Colour Gate|POINT(77.58518 13.02278)
 bangalore|north-3|j c nagar|32306|GUHPS KOUSER NAGAR|Upper Primary|co-ed|urdu|3rd Main Road, R.T. Nagar, Dinner|Kouser Nagar|560021|Opposite Nandi Milk Dairy|Orenge Colour Building||Infront Flag Post|POINT(77.59607 13.02595)
 bangalore|north-2|yashwanthpura|32470|GKHPS GOKULA|Upper Primary|co-ed|kannada|12th Main Road, Gokula 1st Stage, 1st Phase, Bangalore|Mathikere|560054|Beside B.B.M.P Office|Yellow Colour Building & Blue Colour Doors||Yellow Colour Compound & Blue Colour Gate & School Entrance Small Arch|POINT(77.55855 13.02886)
 bangalore|north-3|kaval byrasandra|33148|GUHPS SHAMPURA|Upper Primary|co-ed|urdu|11th Cross, Ashraf Nagar, Shampura Road Cross, Bangalore|Shampura|560032|Beside Ashrafia Masjid|White Colour Building|290, 290 A, 290 B, T4|Yellow Colour Door|POINT(77.6035 13.03944)
 bangalore|north-1|chikkabidarakallu|32152|GKHPS MADAVARA|Upper Primary|co-ed|kannada|Tumakur Road, Madavara Post, Dasanapura Hobli, Bangalore|Madavara|562123|Beside Rama & Anjaneya Swamy Temple|Light Pink Colour Building & Green Colour Doors & Infront Flag Post|257, 258 C|Light Pink Colour Compound & Green Colour Gate & Sheet Building|POINT(77.47201 13.05321)
 bangalore|north-1|mallasandra|33285|GKHPS THOTADAGUDDADAHALLI|Upper Primary|co-ed|kannada|Kuduregere Road, Nagasandra Post, Dasanapura Hobli, Bnagaloer North|Thotadaguddada Halli|560073|Near Roddar|Yellow Colour Building And Blue Colour Doors And Black Colour Gate|248P, 248M, 250A, 250B, 250C, 250C, 401AB|Infront Flag Post, And Infront Play Ground And Infront Function Stage|POINT(77.48763 13.06962)
 bangalore|north-4|bagalur|32044|GKLPS BK HALLI PALYA|Lower Primary|co-ed|kannada|B.K.Halli Post, Chikajala Hobli, Bangalore North|B.K. Halli Palya|562149|Near Saplamma Temple|Infront Small Garder|289K|Infront Flag|POINT(77.70542 13.17336)
 bangalore|anekal|nerlooru|33404|GKHPS NERALOORU|Upper Primary|co-ed|kannada|Neralur Village, Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|Nearalur|562107|Near Eshwara Temple|Yellow Colour Building And Blue Colour Doors And Infront Flag Post|360, 360A, 360B|Yellow Colour Compound And Infront Play Ground|POINT(77.72646 12.79524)
 bangalore|anekal|mugaluru|33366|GKHPS THINDLU|Upper Primary|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Thindlu|562125|Behind Thindlu Bus Stop|Cream Colour Compound & Garde Style|342E,KSRTC|White Colour Building|POINT(77.80826 12.86277)
 bangalore|anekal|nerlooru|33394|GKHPS SINGANA AGRAHARA|Upper Primary|co-ed|kannada|Chandapura To Dommasandra Main Road, Huskur Post, Sarjapura Hobli, Anekal Thaluk, Bangalore South|Singana Agrahara|562158|Infront Ashwath Katte|Yellow Colour Building & Yellow Colour Compound|351H|Infront Play Ground & Blue Colour Gate|POINT(77.71649 12.83653)
 bangalore|anekal|sabmangala|33414|GKHPS SAMANDURU|Upper Primary|co-ed|kannada|Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|Samandur|562106|Beside Basaweshwara Temple|Yellow Colour Building & Yellow Colour Compound||Infront Flag Post & Sheet Building|POINT(77.75304 12.71568)
 bangalore|anekal|sabmangala|33415|GKHPS SABMANGALA|Upper Primary|co-ed|kannada|Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|Kempegowda Nagar|562106|Opp Muneshwara Temple|Yellow Colour Building & Yellow Colour Compound||Infront Play Ground & Flag Post|POINT(77.73531 12.69503)
 bangalore|north-1|byadarahalli|32020|GKLPS ANJANANAGAR|Lower Primary|co-ed|kannada|Magadi Main Road,Vishwaneedam Post,Bangalore|Anjananagar|560091|Near Anjananagar Bus stop|Yellow colour Building & Yellow colour Compound|241.242.243.252|Infront Flag Post & infront Play Ground|POINT(77.48901 12.98596)
 bangalore|anekal|mugaluru|33367|GKHPS THIPPASANDRA|Upper Primary|co-ed|kannada|Gunjuru Post,Anekal taluk,Sarjapur Hobli|Thippa Sandra|560087|Next Sharadha high School|Pink Colour Compound,Play Ground||White Colour Builiding|POINT(77.75311 12.91344)
 bangalore|north-1|ullalupanagara|33273|GKLPS CHIKKAKODIGEHALLI|Lower Primary|co-ed|kannada|Kodigehalli Post,Yeshwanthpura Hobli,Bangalore|Chikkakodigehalli|560091||White Colour Building||Blue Colour Door & Infront Flay Post|POINT(77.46819 12.9717)
 bangalore|north-2|jalahalli|32162|GKMPS JALAHALLI|Model Primary|co-ed|kannada|Jalahalli Post, 1st Main Road, N-2|Jalahalli|560013|Near Bhanu Bali Bus Stop|Cream Colour Building|270 C|Play Ground|POINT(77.54983 13.0457)
 bangalore|north-3|kaval byrasandra|33160|GULPS YASEEN NAGAR|Lower Primary|co-ed|urdu|Kacharakanahalli, St. Thomas Post, H.B.R. Layout, Bangalore|Yaseen Nagar|560083|Near Usmania Masjid|School Building 2nd Floor|290, 291, 293|Infront Drainage|POINT(77.62614 13.02388)
 bangalore|north-4|bagalur|32043|GKLPS BAGLURU COLONY|Lower Primary|co-ed|kannada|Bagalur Post, Chikkajala Hobli, Bangalore|Bagalur Colony|562149|Near Anjaneya Swamy Temple|Infront Play Ground|290R,293|Infront Flag|POINT(77.67202 13.14458)
 bangalore|north-4|byatarayanapura|32181|GULPS GOVINDAPURA|Lower Primary|co-ed|urdu|10th Cross, 'D' Block, Rashadnagar, Arabic College Post, Bangalore|Govindpura|560045|Near Govindapura Bus Stop|1st Floor School Class|290, 291 G||POINT(77.6177 13.03295)
 bangalore|north-4|kakolu|32573|GKHPS MARASANDRA|Upper Primary|co-ed|kannada|Doddaballapur Main Road, Hesaraghatta Hobli|Marasandra|561209|Opposite Marasandra Bus Stop Road|White Colour Compound, Small Play Ground|285M|Play Ground, Coconat Tree|POINT(77.54889 13.22269)
 bangalore|north-4|rajanakunte|32769|GKHPS SINGANAYAKANAHALLI|Upper Primary|co-ed|kannada|Singanayakanahalli Post, Yelahanka Hobli|Singanayakanahalli|560064|Anjaneya Temple Back Side|No Compound, Play Ground|285C, D, E, F, G, H|Cream Colour Building|POINT(77.56944 13.14781)
 bangalore|north-4|mathahalli|33235|GKHPS HUSKOOR|Upper Primary|co-ed|kannada|Huskuru Post, Dasanpura Hobli, N-4|Huskuru|562123|Near Huskuru Bus Stop|Yellow & Pista Building|255 A, 255 B, 255 D||POINT(77.43171 13.12324)
 bangalore|north-4|rajanakunte|32775|GKLPS ITGALPURA|Lower Primary|co-ed|kannada|Dibur Post, Hesaraghatta Hobli, Madurai Main Road|Itgalpura|560089|Near Itgalpura Bus Stop|White Colour Compound, No Play6 Ground|285Y|White Colour Building|POINT(77.54357 13.17034)
 bangalore|north-4|yelehanka new town|32892|GULPS CHIKKA BETTAHALLI|Lower Primary|co-ed|urdu|Yelahanka Main Road, Vidyaranyapura Post|Chikka Bettana Halli|560097||Cream Colour Building & Play Ground|401 K, 401 V, 401 A, 401 B|No Compound|POINT(77.55517 13.08968)
 bangalore|north-4|yelehanka new town|32893|GKLPS KEMPANAHALLI|Lower Primary|co-ed|kannada|Yelahanka newtown post|Kempanahalli|560097||No painted compound,play ground||White colour building|POINT(77.55673 13.11188)
 bangalore|north-4|yelehanka old town|32931|GKHPS DIBBURU|Upper Primary|co-ed|kannada|Kakolu Post, Hesaraghatta Hobli|Dibburu|560089|Near Milk Dairy|No Compound, No Play Ground|285X|Cream Colour Bnuilding|POINT(77.52928 13.16695)
 bangalore|north-4|yelehanka old town|32933|GKLPS HONNENAHALLI|Lower Primary|co-ed|kannada|Rajankunte Post, Yelahanka Hobli|Honnenahalli|560064|Honnenahalli Bus Stop Opposite Road|White Colour Building|285C, E, F, G, M|White Colour Compound, No Play Ground|POINT(77.56589 13.15989)
 bangalore|north-4|yelehanka old town|32942|GUHPS YELAHANKA OLD TOWN|Upper Primary|co-ed|urdu|Masjid Road Cross, Puttenahalli Cross Road, Yelahanka Post|Yelahanka Old Town|560064|Back Side Masjid|Infront Play Ground & Flag|404||POINT(77.59414 13.10423)
 bangalore|north-4|maralukunte|33193|GKLPS CHAKALETTE|Lower Primary|co-ed|kannada|Bagaluru Post, Chikkajala Hobli, Bangalore North - 4|Chakalette|562149|Near Doddamma Temple|Yellow Coour Building And Yellow Colour Compound|293D, 293E, 2936F, 293H, G11|Infront Flag Post|POINT(77.66876 13.12293)
 bangalore|south-2|chamarajpet|32131|GTLPS CHAMARAJPET|Lower Primary|co-ed|tamil|1st Main Road,5th Cross|Chamarajper|560018|Chamarajpet Police Station||||POINT(77.56439 12.95982)
 bangalore|south-1|huluvenahalli|33037|GKLPS ALAMMANA PALYA|Lower Primary|co-ed|kannada|Chunchaguppe Post,Tavarekere hobli|Alammana Palya|562130|Opp Alammana Palya Bus Stop|White Colour Compound,No Play Ground|242H,227L|White Colour Building|POINT(77.36649 12.93585)
 bangalore|south-1|kaggalipura|32721|GKLPS GADIPALYA|Lower Primary|co-ed|kannada|Gadipalya, Tattaguppe Post, Somanahalli Circle, Uttarahalli Hobli, Bangalore South|Gadipalya|560082|Near Bus Stop|Infront Play Ground|214||POINT(77.52671 12.76668)
 bangalore|south-4|k r puram|32489|GKHPS MEDAHALLI|Upper Primary|co-ed|kannada|Hosakote Main Road, Parvathi Nagar Main Road, Virgo Nagar Post, Bangalore East|Medahalli||Near Medahalli Bus Stop|Yellow Colour Building & Infront Flag Post|317A|Stone Compound & Infront Play Ground|POINT(77.72024 13.0269)
 bangalore|anekal|bannerughatta|32324|GKLPS RAMASANDRA (BANNERUGHATTA)|Lower Primary|co-ed|kannada|Singnayakanahalli Post, N-3|Yelahanaka Hobli|560064|Next Ramagondanahalli Milk Dairy|Blue Colour Building|285 B|Blue Colour Compound|POINT(77.55876 13.11935)
 bangalore|south-4|k r puram|32493|GKLPS BHATTARAHALLI|Lower Primary|co-ed|kannada|Hosakote Main Road, Virgonagar Post, Bhattarahalli Main Road|Bhattarahalli|560049|Opposite Shree Bhakta Anajaneya Temple|Yellow Colour Building & Yellow Colour Compound|317, 317 A, 317 B, 318|Infront Flag Post & Blue Colour Gate|POINT(77.70959 13.02222)
 bangalore|south-4|k r puram|32496|GKLPS SINGEYAN PALYA|Lower Primary|co-ed|kannada|2nd Cross, White Field Road, Mahadevapura Post, Bangalore|Singayyanapalya|560048|Beside Muttumariyamma Temple|Yellow Colour Building & Blue Colour Door|304306307304|Yellow Colour Compound & Blue Colour Gate|POINT(77.69391 12.99758)
 bangalore|south-4|kylasanahalli|32597|GKLPS BANDEHOSSUR|Lower Primary|co-ed|kannada|Bagalur Main Road, Kannuru Post, Bangalore East|Bande Hosur|562149|Near Basaveshwara Temple|Blue And Yellow Colour Building|293, 294D|Infront Play Ground And Glag Post|POINT(77.65614 13.10428)
 bangalore|south-4|rammurthynagar|33320|GKHPS KOWDENAHALLI|Upper Primary|co-ed|kannada|Kowdenahalli Main Road, Dooravani Nagar Post, Bangalore|Kowdenahalli|560016|Beside Shaneshwara Temple|Yellow Colour Building & Blue Colour Door|315D, 300P, 313P, 301F|Infront Flag Post|POINT(77.68143 13.01905)
 bangalore|south-4|immadihalli|33345|GKLPS K DOMMASANDRA|Lower Primary|co-ed|kannada|Virgonagar Post, Bidarahalli Hobli, Bangalore East, Bangalore South - 4|K.Dommasandra|560049|Opposite Savaramma Temple|Yellow Colour Building & Infront Flag Post||Stone Compound|POINT(77.73963 13.01037)
 bangalore|anekal|chikkahosahalli|32515|GKHPS SIDDHANAPALYA|Upper Primary|co-ed|kannada|Indlavadi Post, Anekal Taluk, Kasaba Hobli|Siddhanapalya|562106|Indlavadi Cross|Creama Colour Building|232, 236|Play Ground, Cream Colour Compound|POINT(77.66158 12.72448)
 bangalore|north-1|byadarahalli|32022|GKMPS HEROHALLI|Model Primary|co-ed|kannada|Magadi Main Road,Vishwaneedam Post,Bangalore|Herohalli|560091|Infront Herohalli Bus shop|Yellow colour building & Stone Compound (No colour)|241.242.243.252|Infront Play Ground & Flag  Post|POINT(77.49376 12.98787)
 bangalore|north-1|heggnahalli|32272|GKLPS BEGGARS COLONY|Lower Primary|co-ed|kannada|Magadi Main Road Viahwaneedam Post Bangalore|Beggars Colony|560091|Opposite Beggars Colony|Yellow Colour Bulding & Blue Colour Door|242252243265|Infrount Play Ground & Sheet Bulding|POINT(77.51826 12.99064)
 bangalore|north-1|chikkabidarakallu|32159|GKLPS KARIVABINAHALLI|Lower Primary|co-ed|kannada|Nagasandra Post, Yeshwanthpura Hobli|Karivabanahalli|560073|Opposite Karivabanahalli Bus Stop|Cream Colour Building|||POINT(77.48506 13.02448)
 bangalore|north-1|heggnahalli|32271|GKHPS SRIGANDADAKAVALU|Upper Primary|co-ed|kannada|Hegganahalli Main Road,Vishwaneedam Post,Sunkadakatte,Yeshwanthpura Hobli,Bangalore|Srigandadakavalu|560091|Beside Sri Sallapuradamma Temple|Yellow Colour Bulding|248,248 N,265 A|Infront Flag Post|POINT(77.50453 12.99454)
 bangalore|north-1|ullalupanagara|33271|GKHPS KANNALLI|Upper Primary|co-ed|kannada|Kodige Halli Post,Yeshwantha Pura Hobli,Bangalore|Kannalli|560091|Infront Kannalli Bus Stop|Yellow colour Building & yellow compound|241 J.241 P.|Infront Flag post & Play Ground|POINT(77.45856 12.96688)
 bangalore|north-1|heggnahalli|32274|GKMPS HEGGANAHALLI|Model Primary|co-ed|kannada|Hegganahalli Main Road,Vishwaneedam Post,Yeshwanthpura Hobli,Bangalore|Hegganahalli|560091|Infront Hegganahalli Bus Stop|Pink & Yellow Colour Building & White Colour Compound||Infront Play Ground|POINT(77.50417 13.00399)
 bangalore|north-1|ullalupanagara|33272|GKHPS ULLAL|Upper Primary|co-ed|kannada|Ullalu Upanagara Post,Yeshwanthpura Hobli,Bangalore|Ullalu|560056|Infront Ullalu Bus Stop & Near Vajreshwari|Green Colour Building & Green Colour Door|234 A|White Colour Compound & Green Colour Gate|POINT(77.48028 12.95564)
 bangalore|north-1|ullalupanagara|33276|GKLPS KODIGEHALLI COLONY|Lower Primary|co-ed|kannada|Kodige Halli Post,Yeshwantha Pura Hobli,Bangalore|Kodigehalli Colony|560091|Opp Madanagattamma Temple|Yellow Colour Building & yellow Colour Compound|241 J,241 P|Infront Flag Post & Play Ground & Coconut Tree|POINT(77.4653 12.97964)
 bangalore|north-1|ullalupanagara|33274|GKLPS GOLLARAPALYA|Lower Primary|co-ed|kannada|Magadi Main Road, Vishwaneedam Post|Gollarapalya|560091|Near Gollarapalya (Hatti) Bus Stop|White Colour Compound & Play Ground|242, 245, 240|White Colour Building|POINT(77.47331 12.98459)
 bangalore|north-1|ullalupanagara|33277|GKLPS MANGANAHALLI|Lower Primary|co-ed|kannada|Udayanagar,Manganahalli Circle,Sulegere Post,Yeshwanthpura Hobli,Bangalore|Mangana Halli|560060|Inside Anjaneya Temple|Pink Colour Temple Building & White Colour Building|234||POINT(77.46951 12.95415)
 bangalore|north-1|ullalupanagara|33279|GKMPS ULLALUPANAGARA|Model Primary|co-ed|kannada|Ullalu Upanagara Post,Yeshwanthpura Hobli,Bangalore|Ullalu Upanagara|560056|Near Eshwara Temple|Yellow Colour Building & White Colour Compound|234 A,5A-16|Infront Play Ground & Inside Flag Post & Inside Function Stage|POINT(77.47384 12.96604)
 bangalore|north-1|ullalupanagara|33280|GULPS ULLALUPANAGARA|Upper Primary|co-ed|urdu|Ullalu Upanagara Post,Yeshwanthpura Hobli,Bangalore|Ullalu Upanagara|560056|Behind G.K.M.P.S Ullalu Upanagara|White Colour Building|234 A,5A-16|Blue Colour Door|POINT(77.47353 12.96555)
 bangalore|north-3|kaval byrasandra|33149|GULPS KB SANDRA|Lower Primary|co-ed|urdu|R.T. Nagar Post|K.B.Sandra|560032|Near Univercity College|1st Floor School Building|111, 112||POINT(77.61017 13.0199)
 bangalore|south-1|kumbalagodu|31995|GUHPS KAMBIPURA|Upper Primary|co-ed|urdu|Kumbalagudu Post, Kengeri Hobli, S-1|Kambipura|560060|Near Kambipura Bus Stop|Cream Colour Compound|218 A|White Colour Building|POINT(77.45966 12.87731)
 bangalore|south-1|taverekere|32236|GKLPS BYCHAGUPPE|Lower Primary|co-ed|kannada|Magadi Main Road, Guruvabhovi Palya, Janatha Colony, Thavarekere Post, Thavarekere Hobli, Bangalore|Bychaguppe|562130|Infront Mariyamma Temple|Yellow Colour Building And Blue Colour Door|242U|White Colour Compound And Green Colour Gate And Compound Inside Trees|POINT(77.3887 12.974)
 bangalore|south-1|kengeri|32426|GKLPS CHIKKEGOWDANA PALYA|Lower Primary|co-ed|kannada|B.S.K. 6th Stage, 3rd Block, Talaghattapura Post, Kengeri Hoblli, Bangalore|Chikkegowdana Palaya|560062|Opposite Kabbalamma Temple|White Colour Building And Blue Colour Door|217, 217B|Infront Flag Post|POINT(77.51512 12.88057)
 bangalore|south-1|ramasandra|32542|GKHPS KOMMAGATTA|Upper Primary|co-ed|kannada|Sulikere Post, Kengeri Hobli, S-1|Kommaghatta|560060|Opposite Kommaghatta Bus Stop|White Colour Compound|221 J, 377|White Colour Building|POINT(77.46462 12.93015)
 bangalore|south-1|srinagara|32636|GKHPS SUNKENAHALLI|Upper Primary|co-ed|kannada||Ramanjaneya Road, Hanumanthnagar|Sunkenahalli|Beside Rama Anjenaya Temple|Yellow Colour Building & Yellow Colour Compound Wall|36, 37, 43, 45, 45 D||POINT(77.56368 12.94525)
 bangalore|south-4|channasandra|32067|GUHPS BELATHUR COLONY|Upper Primary|co-ed|urdu|Kadugodi Post, Bidarahalli Hobli, Bangalore South|Belathuru Colony|560067|Beside Shantaveri Mariyamma Temple|Pink & White Colour Building & White Colour Compound Stone||Infront Play Ground|POINT(77.75309 13.00193)
 bangalore|south-4|k r puram|32499|GUHPS K.R. PURAM|Upper Primary|co-ed|urdu|Old Madras Road, K.R.Puram Post, Bangalore|K.R.Pura,|560036|Behind Cremation Ground|Yellow Colour Building & Blue Colour Door|316, 317, 317F, 313|Stone Compound & Green Colour Door|POINT(77.69486 13.01124)
 bangalore|south-4|rammurthynagar|33321|GKHPS RAMAMURTHY NAGAR|Upper Primary|co-ed|kannada|Dooravani Nagar Post|Ramurthy Nagar|560016|Near Ramurthy Nagar Church|Cream Colour Compound|300E,500|Cream Colour Compound,No Play Ground|POINT(77.68204 13.01156)
 bangalore|anekal|byagadadenahalli|32402|GKLPS ADESONNATTI|Lower Primary|co-ed|kannada|Marasuru Post, Anekal Taluk, Bangalore|Adesonnahatti|562106|Near Shaneshwara Swamy Temple & Behind Ganesh Temple|Yellow & White Colour Building & Blue Colour Door & Infront Flag Post|354 A, 357 A|Yellow Colour Compound & Blue Colour Gate & School Entrance Arch & Sheet Building|POINT(77.71627 12.77706)
 bangalore|anekal|harappana halli|32618|GKLPS ANNAYYANADODDI|Lower Primary|co-ed|kannada|Anekal Taluk, Jugani Hobli, Ragihalli Post|Annayyana Doddi|560083|Near Annayanna Doddi Gate Bus Stop|White Colour Building|370E, 370A, 370F||POINT(77.58037 12.74576)
 bangalore|anekal|sabmangala|33425|GKLPS ARAVANTIGEPURA|Lower Primary|co-ed|kannada|Bestamanahalli Post, Kasaba Hobli, Anekal Taluk, Bangalore|Arvantigepura|562106|Near Yellamma Temple|Yellow Colour Building & Blue Colour Door||Infront Playground|POINT(77.71447 12.73757)
 bangalore|north-1|byadarahalli|32018|GKMPS BYADARAHALLI|Upper Primary|co-ed|kannada|Magadi Main Road,Vishwaneedam Post,Bangalore|Byadaranahalli|560091|Near Byadaranahalli Bus Shop|Yellow Colour Building & Stone Compound (No Colour)|241 P.241 J.241 B|Infront Play Ground & Flag  Post|POINT(77.48123 12.98496)
 bangalore|north-2|jalahalli|32163|GTHPS PEENYA PLANTATION|Upper Primary|co-ed|tamil|Jalahalli West, Peenya Plantation|Sidharth Nagar|560015|Near Sidharth Nagar Bus Stop|Cream Colour Compound|401 A,273, 270 A|Blue Colour Building|POINT(77.52851 13.04655)
 bangalore|north-3|frazer town|32206|GKHPS BENNIGANAHALLI|Upper Primary|co-ed|kannada|Old Madras Main Road, Dooravni Nagar Post|Benniganahalli|560016|Behind Benniganahalli Bus Stop|Cream Colour Compound||Cream Colour Building|POINT(77.66354 12.99489)
 bangalore|north-3|frazer town|32208|GKHPS KRISHNAYANPALYA|Upper Primary|co-ed|kannada|1st main road,Indira Nagar Post,bangalore north 3|Krishnayanapalya|560038|Bside Mariyamma Temple|Yellow Colour Compound|315C|Blue Colour doors|POINT(77.65368 12.99667)
 bangalore|north-3|frazer town|32210|GKHPS BINNAMANGALA|Upper Primary|co-ed|kannada|1st Cross ,!st Main Road, H Colony, Indira Nagar 1st stage, Bangalore|Rinnamangala|560038|opp Balamuri Vinayaka Temple|Yellow Colour Building & Blue Colour Doors|315,316,317,314,314B,314C,|Yellow Colour Compound & Blue Colour gate Infront Flag Post|POINT(77.6431 12.98166)
 bangalore|north-4|agrahara layout|33213|GKLPS DWARAKANAGAR|Lower Primary|co-ed|kannada|Bagaluru Cross, Bagaluru Main Road, Yelahanka Post, Bangalore|Dwarakanagar|560063|Beside Veerabramendra Temple|Yellow & Blue Colour Building|289, 289 A, 289 B|Blue Colour Door|POINT(77.61658 13.12079)
 bangalore|north-4|khudregere|32671|GKLPS GEJJAGADHAHALLI|Lower Primary|co-ed|kannada|Shivanapura Post, Dasanapura Hobli, Bangalore North|Gejjagadahalli|562123|Infront Gejjagadhalli Bus Stop|Yellow & White Colour Building & Blue Colour Doors & Infront Flag Post|256 B|Whtie Colour Compound & Blue Colour Gate & School Entrance Arch|POINT(77.4291 13.06078)
 bangalore|north-4|khudregere|32672|GKLPS MARAPPANAPALYA|Lower Primary|co-ed|kannada|Arasinakunte Post, Dasanapura Hobli, Bangalore North|Marappanahalli|562123|Beside Aralimara|White Colour Building & Brown Colour Doors||White & Green Colour Compound & Brown Colour Gate & Infront Flag Post|POINT(77.42114 13.09408)
 bangalore|north-4|rajanakunte|32774|GKLPS GADENAHALLI|Lower Primary|co-ed|kannada|Tharunse Post, Chikkajala Hobli, N-4|Gadenahalli|562157|Near Gadenahalli Bus Stop|No Painted Compound|299 E|White Colour Building|POINT(77.62499 13.15936)
 bangalore|north-4|rajanakunte|32777|GKLPS SADENAHALLI|Lower Primary|co-ed|kannada|Aradeshana Halli Post, Hesaraghatta Hobli, North 4|Sadenahalli|562110|Opposite Sadenahalli Bus Stop|Cream Colour Building|285K, 285Z|Cream Colour Compound|POINT(77.57285 13.19481)
 bangalore|north-4|rajanakunte|32778|GKLPS SADENAHALLI LAYOUT|Lower Primary|co-ed|kannada|Aradeshana Halli Post, Hesaraghatta Hobli, North 4|Sadenahalli Layout|562110|Oppsoite Pattalamma Temple|Cream Colour Building|285N|No Painted Stone Compound|POINT(77.57052 13.1835)
 bangalore|north-4|rajanakunte|32780|GKLPS T. AGRAHARA|Lower Primary|co-ed|kannada|Kanaka Circle, Tarahunase Post, Jala Hobli, Bangalore|T. Agrahara|562127|Infront T.Agrahara Bus Stop|Yellow Colour Building & Brown Colour Door & Infront Playground|285 N|Yellow Colour Compound & Green Colour Gate & Infront Playground|POINT(77.57905 13.18158)
 bangalore|north-4|yelehanka new town|32878|GKLPS ANANTHAPURA|Lower Primary|co-ed|kannada|singnayakanahalli Post, yelahanka Hobli, Ananthpura Main Road, N-3|Ananthpura|560064|Near Ananthpura Bus Stop|Cream Colour Building|256, 285|Blue Colour Water Tank|POINT(77.56862 13.11439)
 bangalore|south-3|domlur|33133|GUHPS ARAB LANE|Lower Primary|co-ed|urdu|B Street, Arab Line, Richmond Town|Arab Line|560025|Near Johnson Market Bus Stop|Cream Colour Building|140143||POINT(77.60618 12.96556)
 bangalore|south-3|yellukunte|32649|GULPS AGARA|Lower Primary|co-ed|urdu|Sarjapura Main Road, Agara Post, 24th Main Road, HSR Layout|Agara|560034|Behind Agara Bus Stop|Cream Colour Compound|500342|Cream Colour Building & Play Ground|POINT(77.65 12.92356)
 bangalore|north-2|hebbal|32026|GKLPS GUDDADAHALLI (HEBBAL)|Lower Primary|co-ed|kannada||bangalore|560032|near guddadahalli circle||||POINT(77.6041603088379 13.0429824377664)
 bangalore|north-4|byatarayanapura|32183|GULPS JAKKUR LAYOUT|Lower Primary|co-ed|urdu||bangalore|560064|near masjid||||POINT(77.6121854782104 13.0786840380405)
 bangalore|north-4|hunasamaranahalli|32484|GKHPS HUNASEMARENAHALLI|Upper Primary|co-ed|kannada|hunasamaranahalli out post bangalore north|bangalore|562157|air fort road devanahalli||||POINT(77.6030445098876 13.1068988604321)
 bangalore|south-3|byarsandra|32143|GKHPS 4TH T BLOCK JAYANAGAR|Upper Primary|co-ed|kannada||bangalore|560041|opp jai bharath tent||||POINT(77.5932168960571 12.9189065741804)
 bangalore|north-4|hesarghatta|32375|GKLPS KOLUVARAYANAHALLI|Lower Primary|co-ed|kannada|kakolu post hesarghatta hubli|bangalore|560089|near koluvarayanahalli bus stop||||POINT(77.5662231445312 13.0882565399287)
 bangalore|north-4|hesarghatta|32374|GKLPS HAROHALLI PALYA|Lower Primary|co-ed|kannada|||560089|seethakempanahalliroad||||POINT(77.5705146789551 13.0863755099504)
 bangalore|north-2|jalahalli|32161|GKLPS KHATHANAGAR|Lower Primary|co-ed|kannada|Jalahalli West Post, N-4|Kathanagar|560015|Near Kathanagar Bus Stop (Kammagondanahalli)|Cream Colour Building|270, 273|0|POINT(77.53 13.05)
